x-idx,y-idx,value
0,0,0
1,0,0
2,0,0
3,0,956
4,0,-74
5,0,-1448
6,0,1383
7,0,1784
8,0,3248
9,0,4938
10,0,0
11,0,0
0,1,0
1,1,0
2,1,0
3,1,1959
4,1,-45
5,1,-1622
6,1,1141
7,1,1188
8,1,2152
9,1,3214
10,1,2469
11,1,0
0,2,0
1,2,0
2,2,0
3,2,955
4,2,782
5,2,-1249
6,2,1210
7,2,1356
8,2,2501
9,2,3707
10,2,305
11,2,0
0,3,0
1,3,263
2,3,0
3,3,0
4,3,4580
5,3,1463
6,3,1399
7,3,1318
8,3,2501
9,3,4125
10,3,0
11,3,0
0,4,0
1,4,306
2,4,35
3,4,0
4,4,985
5,4,3651
6,4,2852
7,4,3036
8,4,4603
9,4,502
10,4,0
11,4,0
0,5,0
1,5,0
2,5,440
3,5,1
4,5,0
5,5,0
6,5,5747
7,5,5175
8,5,4921
9,5,0
10,5,0
11,5,0
0,6,0
1,6,0
2,6,0
3,6,372
4,6,52
5,6,0
6,6,0
7,6,0
8,6,0
9,6,0
10,6,0
11,6,0
0,7,0
1,7,0
2,7,0
3,7,0
4,7,0
5,7,0
6,7,0
7,7,0
8,7,0
9,7,0
10,7,0
11,7,0
0,8,0
1,8,0
2,8,0
3,8,0
4,8,0
5,8,0
6,8,0
7,8,0
8,8,0
9,8,0
10,8,0
11,8,0
0,9,0
1,9,0
2,9,0
3,9,0
4,9,0
5,9,0
6,9,0
7,9,0
8,9,0
9,9,0
10,9,0
11,9,0
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,0
6,10,0
7,10,0
8,10,0
9,10,0
10,10,0
11,10,0
0,11,0
1,11,0
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,0
9,11,0
10,11,0
11,11,0
